RMS,Kurtosis,Key
0.6297028155133433,3.739372355099892,train_Xa_80_2
0.6298925152126412,4.392254740938604,train_Xa_80_3
0.629865155935966,4.803611897199567,train_Xa_80_4
0.6299473755880175,4.354073588249643,train_Xa_80_5
0.62967212939348,4.412150449446391,train_Xa_80_6
0.6300604015623779,4.27236905151696,train_Xa_80_7
0.6298627730947429,3.9198085477930675,train_Xa_80_8
0.6300281629550016,3.753732936159266,train_Xa_80_9
0.629713416909169,3.965738260967881,train_Xa_80_10
0.6298108010619844,4.758476379315778,train_Xa_80_11
0.6300466940812233,4.504670906920653,train_Xa_80_12
0.6298624493102662,4.688710546680179,train_Xa_80_13
0.6300292631429705,3.9184845068412697,train_Xa_80_14
0.630060482620817,4.031460251959811,train_Xa_80_15
0.630253389813911,3.875599900020404,train_Xa_80_16
0.6299639677911001,4.3478976209027875,train_Xa_80_17
0.6298954443760458,4.938441041387901,train_Xa_80_18
0.629797662258493,4.652627001453879,train_Xa_80_19
0.6298669912785495,4.2351269135174725,train_Xa_80_20
0.630268274986524,4.192030776073191,train_Xa_80_21
0.6298595599497094,3.9423276361701287,train_Xa_80_22
0.6297714231129115,3.9702471480829162,train_Xa_80_23
0.6299772622417211,4.739865958622092,train_Xa_80_24
0.6299246345340979,4.6057040863795455,train_Xa_80_25
0.6291334284230599,8.973991948632165,train_Xa_80_26
0.629798867768872,4.684895785328453,train_Xa_80_29
0.6300877360861857,4.32045852704003,train_Xa_80_30
0.6300840215803405,4.138239733421581,train_Xa_80_31
0.6302058238811291,4.11817914026696,train_Xa_80_32
0.6302208730143818,3.6038130768336565,train_Xa_80_33
0.6300718589582317,4.5309716633607655,train_Xa_80_34
0.6298771848205523,4.819003536548312,train_Xa_80_35
0.630073902797948,5.017229478472435,train_Xa_80_36
0.6303431116259341,4.237412616859577,train_Xa_80_37
0.6299285119643038,4.072992779155998,train_Xa_80_38
0.6300197353397198,4.116721880146981,train_Xa_80_39
0.6302325164095586,4.037849226606242,train_Xa_80_40
0.6298839634208674,4.549338300755091,train_Xa_80_41
0.6296608697779675,4.449563051599879,train_Xa_80_42
0.6297356406754178,4.889016408522104,train_Xa_80_43
0.6299162522046048,4.018839701084879,train_Xa_80_44
0.6300471716123813,3.980923273121956,train_Xa_80_45
0.6300297975412941,4.007010878664696,train_Xa_80_46
0.6299650718163167,3.9514090512270723,train_Xa_80_47
0.6298951291079985,4.414709971307935,train_Xa_80_48
0.6298874068440853,4.519183539006806,train_Xa_80_49
0.6298662863410002,4.368695226858827,train_Xa_80_50
0.6299520726666292,3.6248317622050594,train_Xa_80_51
0.6301032307797227,4.310857514095003,train_Xa_80_52
0.6288209673460877,19.215799558408044,train_Xa_80_53
0.6298778093391102,3.925301314307867,train_Xa_80_56
0.6301258372532603,4.128003323962808,train_Xa_80_57
0.6301553374794429,3.718941852050289,train_Xa_80_58
0.630162537297946,4.270536518655637,train_Xa_80_59
0.6297392809916991,4.869701990052937,train_Xa_80_60
0.6295471905396463,4.452764861455472,train_Xa_80_61
0.2796269006250398,7.642615148205792,train_Xb_80_2
0.28189075982695944,8.234802199897903,train_Xb_80_3
0.27983180564027277,8.39013998258413,train_Xb_80_4
0.27834624211682474,9.272279145665223,train_Xb_80_5
0.27988983621203234,8.185033901162795,train_Xb_80_6
0.27950239306112656,7.971019150175605,train_Xb_80_7
0.2804666210153143,7.828163135846758,train_Xb_80_8
0.27937851718703116,7.409081862471128,train_Xb_80_9
0.2794978758337048,7.950857186470447,train_Xb_80_10
0.27800399004773685,9.11747908596973,train_Xb_80_11
0.27908476470692767,8.989813952191898,train_Xb_80_12
0.2826722442576613,30.28209798475943,train_Xb_80_13
0.27983954707534325,7.421004039459204,train_Xb_80_14
0.2819495609527334,7.758242455029304,train_Xb_80_15
0.28143323221565053,7.678388060765915,train_Xb_80_16
0.2823278763584712,7.810177273285005,train_Xb_80_17
0.2772991880551887,9.809271023657042,train_Xb_80_18
0.2795311681706111,8.493077872610796,train_Xb_80_19
0.28017404889455905,7.3994266566427775,train_Xb_80_20
0.28066102706977814,8.320886668830362,train_Xb_80_21
0.28023091845843445,8.085600450705376,train_Xb_80_22
0.27958670736689595,7.940138024355766,train_Xb_80_23
0.2803392753230215,8.773918498800043,train_Xb_80_24
0.2770736516548261,9.685020558504517,train_Xb_80_25
0.26696350489719695,15.294314093405301,train_Xb_80_26
0.2776878104081815,9.358793760730345,train_Xb_80_29
0.28044969856397284,7.480396203965437,train_Xb_80_30
0.28135042705827745,8.157808203215303,train_Xb_80_31
0.27979944267464996,7.787819497279692,train_Xb_80_32
0.2820118929930264,7.135625092416122,train_Xb_80_33
0.2779879025276244,7.4736959153704685,train_Xb_80_34
0.2788732083530871,9.40816980075283,train_Xb_80_35
0.27837241276861185,9.187584027944725,train_Xb_80_36
0.28005139666471074,8.037990134285039,train_Xb_80_37
0.2817134292048273,7.7657393107568,train_Xb_80_38
0.28048090413423005,8.92759604355004,train_Xb_80_39
0.28084820006289374,7.625277661390468,train_Xb_80_40
0.2790500851228564,8.871776596224334,train_Xb_80_41
0.27621173684674943,8.808990396355915,train_Xb_80_42
0.2788329056491302,8.735799367181063,train_Xb_80_43
0.27960020206086783,7.780545045423279,train_Xb_80_44
0.28048541674341454,7.626293216841024,train_Xb_80_45
